"title","artist","album","genre","duration","file_size","file_mime","file_path","cover_image","lyrics","lyrics_type","released_date","is_vip","status","listens","mood_tags","activity_tags","topic_tags"
"Dạ khúc buồn","Phương Thanh",,"Ballad","341","5468203","audio/mpeg","songs/custom/011_da_khuc_buon.mp3","covers/songs/custom/011_da_khuc_buon.jpg","""Tìm về cõi nhớ ta còn nghe tiếng ai vọng về
Người em yêu hỡi xin đừng quên dù trong phút giây
Và hãy nhớ xin nhớ một lời
Rằng em vẫn yêu anh trọn đời
Nhưng cớ sao chúng mình vẫn mãi xa nhau
Thời gian trôi mãi vẫn là anh của em thuở nào
Và em vẫn thế chẳng đổi thay và yêu anh đắm say
Tình tan vỡ em khóc thật nhiều
Giọt nước mắt xót xa trăm chiều
Vì trót yêu thương nhiều càng khổ đau thêm
Tình yêu đẹp như vườn hoa hồng thắm
Tình cho đắm say vào bao hồn thơ
Rồi tình vụt bay về phương trời xa
Tựa như cánh chim lao vào giông bão
Ngày em vừa đến rộn vang lời ca
Dường nghe thiết tha phủ quanh đời ta
Giọt sầu ngày nay nào riêng mình ai
Nụ hoa thắm kia sẽ phai tàn mau vì đâu
Từ đây em sẽ cố tìm quên ái ân thuở nào
Vòng tay yêu dấu vẫn còn trong hồn em giá băng
Một lần lỡ xa cách nghìn trùng
Hãy viết nốt khúc ca tương phùng
Lời thiết tha chỉ là một giấc mơ qua
Tìm về cõi nhớ ta còn nghe tiếng ai vọng về
Người em yêu hỡi xin đừng quên dù trong phút giây
Và hãy nhớ xin nhớ một lời
Rằng em vẫn yêu anh trọn đời
Nhưng cớ sao chúng mình vẫn mãi xa nhau
Thời gian trôi mãi vẫn là anh của em thuở nào
Và em vẫn thế chẳng đổi thay và yêu anh đắm say
Tình tan vỡ em khóc thật nhiều
Giọt nước mắt xót xa trăm chiều
Vì trót yêu thương nhiều càng khổ đau thêm
Tình yêu đẹp như vườn hoa hồng thắm
Tình cho đắm say vào bao hồn thơ
Rồi tình vụt bay về phương trời xa
Tựa như cánh chim lao vào giông bão
Ngày em vừa hết rộn vang lời ca
Dường nghe thiết tha phủ quanh đời ta
Giọt sầu ngày nay nào riêng mình ai
Nụ hoa thắm kia sẽ phai tàn mau vì đâu
Tình yêu đẹp như vườn hoa hồng thắm
Tình cho đắm say vào bao hồn thơ
Rồi tình vụt bay về phương trời xa
Tựa như cánh chim lao vào giông bão
Ngày em vừa đến rộn vang lời ca
Dường nghe thiết tha phủ quanh đời ta
Giọt sầu ngày nay nào riêng mình ai
Nụ hoa thắm kia sẽ phai tàn mau""","plain","2001-04-12","0","published","456785","buon;tam-trang","ngu","chia-tay"
"Ta chẳng còn ai","Phương Thanh",,"Ballad","294","4705427","audio/mpeg","songs/custom/012_ta_chang_con_ai.mp3","covers/songs/custom/012_ta_chang_con_ai.jpg","""Ngày anh ra đi mang theo trái tim em bao buồn đau
Bỏ đi rất xa quê nhà nơi có những người hờn ghen đôi ta
Để em nơi đây cô đơn với nỗi đau riêng mình em
Chẳng còn ai xót thương duyên tình của đôi mình ngày sau anh ơi
Ai đã từng khóc vì yêu
Xin hãy yêu nhau thật nhiều (xin hãy yêu nhau thật nhiều)
Những ai được chết vì yêu
Là đang sống trong tình yêu (đang sống trong tình yêu nhưng đã mất đi người yêu)
Khi con tim ai trót trao ai tiếng yêu đầu
Xin đừng đem nỗi xót xa gieo sầu trên yêu thương (chớ đem xót xa gieo sầu trên yêu thương)
Cô đơn anh đi để nơi đây em vẫn ngồi vẫn chờ anh
Mang dấu yêu xoá dần bao chua cay (anh mang dấu yêu xoá dần bao chua cay)
Ngày anh ra đi mang theo trái tim em bao buồn đau
Bỏ đi rất xa quê nhà nơi có những người hờn ghen đôi ta
Để em nơi đây cô đơn với nỗi đau riêng mình em
Chẳng còn ai xót thương duyên tình của đôi mình ngày sau anh ơi
Ai đã từng khóc vì yêu
Xin hãy yêu nhau thật nhiều (xin hãy yêu nhau thật nhiều)
Những ai được chết vì yêu là đang sống trong tình yêu (đang sống trong tình yêu nhưng đã mất đi người yêu)
Khi con tim ai trót trao ai tiếng yêu đầu
Xin đừng đem nỗi xót xa gieo sầu trên yêu thương (chớ đem xót xa gieo sầu trên yêu thương)
Cô đơn anh đi để nơi đây em vẫn ngồi
Vẫn chờ anh mang dấu yêu xoá dần bao chua cay (anh mang dấu yêu xoá dần bao chua cay)
Khi con tim ai trót trao ai tiếng yêu đầu
Xin đừng đem nỗi xót xa gieo sầu trên yêu thương (chớ đem xót xa gieo sầu trên yêu thương)
Cô đơn anh đi để nơi đây em vẫn ngồi
Vẫn chờ anh mang dấu yêu xoá dần bao chua cay (anh mang dấu yêu xoá dần bao chua cay)""","plain","1997-12-25","0","published","9898","buon;tam-trang","lam-viec","chia-tay"
"Hãy để em ra đi","Phương Thanh",,"pop","293","4691216","audio/mpeg","songs/custom/013_hay_de_em_ra_di.mp3","covers/songs/custom/013_hay_de_em_ra_di.jpg","""Ngồi trong đêm vắng viết thư cho anh, ân tình đôi ta
Lời em muốn nói với anh lần cuối khi em rời xa
Lòng sao cứ mãi nghẹn ngào
Nhìn trang giấy trắng nhạt nhòa
Dòng thư cứ trôi, trôi theo nước mắt này.

Từ lâu em đã sống trong muộn phiền, anh nào đâu hay
Nhỏ nhoi ôm lấy bóng anh
Tựa nhánh dây leo mỏng manh
Vì em đã dối lòng mình
Tưởng anh sẽ mãi là người
Chỉ yêu có em và mãi riêng em.

[ÐK:]
Giờ em đã biết được rằng
Ước muốn của người
Sẽ không bên em suốt đời
Và em chỉ mãi là người đến sau
Bên anh mà thôi.

Thì xin anh để cho em rời xa
Và rồi anh sẽ quên em nhẹ nhàng
Chút tiếc nuối rồi người cũng qua
Hãy để em ra đi.""","plain","2003-02-14","0","published","56789","buon;hao-hung","tap-gym","chia-tay"
"Khi giấc mơ về","Phương Thanh",,"Ballad","280","4484745","audio/mpeg","songs/custom/014_khi_giac_mo_ve.mp3","covers/songs/custom/014_khi_giac_mo_ve.jpg","""Khi giấc mơ đã quay trở về
Em vẫn không tin rằng có ngày em
Ra đón anh nơi cuối đường
Anh nhớ không khi xưa ta gặp nhau
Chính cũng nơi đây ta ngồi mơ
Về giấc mơ nơi thiên đường
Rồi một ngày anh đi
Em buồn như khóc anh đâu hay biết
Bao đêm em thức nước mắt đầy vơi
Rớt theo đêm dài
Dù giờ này em biết
Xa nhau năm tháng
Hôm nay anh cũng đã quay về đây
Bên em đêm ngày chẳng muốn chia tay
Nhưng tiếc thay anh ơi
Những mộng mơ mãi
Cũng chỉ là những mộng mơ
Chẳng có thiên đường bao giờ
Em biết anh trách em cũng vì em
Bước đi con đường nơi mà ta
Chẳng thể đến với nhau bao giờ
Đường gập ghềnh em đi
Riêng một mình em đường dài em đi
Nơi đây anh đứng chẳng biết làm chi
Chẳng biết nói gì
Rồi chợt buồn em khóc
Anh đâu hay biết
Trong tim em chỉ có riêng mình anh
Yêu anh cho dù phải cách xa anh
Khi giấc mơ đã quay trở về
Em vẫn không tin rằng có ngày em
Ra đón anh nơi cuối đường
Anh nhớ không khi xưa ta gặp nhau
Chính cũng nơi đây ta ngồi mơ
Về giấc mơ nơi thiên đường
Rồi một ngày anh đi
Em buồn như khóc anh đâu hay biết
Bao đêm em khóc nước mắt đầy vơi
Rớt theo đêm dài
Dù giờ này em biết
Xa nhau năm tháng
Hôm nay anh cũng đã quay về đây
Bên em đêm ngày chẳng muốn chia tay
Em mãi mơ giấc mơ đến ngày
Em có anh bên em muôn đời nhưng
Chẳng biết nên làm thế nào
Em biết anh trách em
Cũng vì em bước đi con đường nơi mà ta
Chẳng thể đến với nhau bao giờ""","plain","2002-10-20","0","published","3452","buon;lang-man","ngu","ky-uc"
"Liều thuốc cho trái tim","Lý Hải",,"pop","215","3454057","audio/mpeg","songs/custom/015_lieu_thuoc_cho_trai_tim.mp3","covers/songs/custom/015_lieu_thuoc_cho_trai_tim.jpg","""Mùa đông như vây kín kỷ niệm của đôi mình
Lúc đã xa vắng nhau
Dường như em quên lối quay về
Dẫu nghe lòng còn đó bao thiết tha
Nghe thời gian trôi đi lặng thầm trên môi
Với những nỗi xót xa giăng ngang đời
Người đành cho ta mật ngọt phôi pha
Dĩ vãng sẽ mãi không phai nhòa
Khi đôi tim yêu luôn khát khao sẽ hoài nhịp hoan ca
Lời tình si ta viết trao người
Đã bao lần với nỗi đau dấu yêu
Dòng đời chia muôn lối ta còn
Mãi đi tìm liều thuốc cho trái tim
Nghe thời gian trôi đi lặng thầm trên môi
Với những nỗi xót xa giăng ngang đời
Ngàn ngày trôi qua ngậm ngùi chia xa
Nuối tiếc mãi giấc mơ ban đầu
Riêng con tim yêu hãy cố quên
Có khi trọn đời chỉ còn lại niềm mơ ước
Giọt sầu nào vỡ nát trong tim ... mau
Người vỗ giấc bao đêm
Ngậm ngùi cõi mơ nghe như trơi vơi
Khi bao yêu đương úa màu
Em đi mang theo vầng trăng thuở nào
Để bầu trời hoài nhớ thương
Chỉ còn hoang vắng
Cuộc tình là trái đắng không tên,
Con thuyền lướt sóng lênh đênh
Tìm hoài bến mơ trong đêm khơi xa
Mang theo bao nhiêu khát vọng
Em đi mang theo vầng trăng thưở nào
Để bầu trời hoài thương nhớ
Em mang con tim anh về đâu.
Biết em còn mơ thật xa vời
Dù chưa vội quên tình anh vì em còn đam mê nhiều
Một mình em bước đi trong đêm
Vội vàng chi những bước chân lẻ loi""","plain","2001-01-01","1","published","123423","buon;tam-trang","lai-xe","tinh-yeu"
"Hoài mong","Lý Hải",,"pop","253","4056754","audio/mpeg","songs/custom/016_hoai_mong.mp3","covers/songs/custom/016_hoai_mong.jpg","""Từng giọt lệ mờ trong sương
Chờ ai cơn mộng xưa đã phai mờ
Từ khi em qua chốn này
Những ân tình hay có anh đợi mọng...

Từng giọt lệ mặn đắng môi
Tình xa nên mùa thu cũng qua rồi
Thuyền lênh đênh trên bến vắng
Gió ơn xin đừng cho anh vấn vương mùa trăng

ĐK

Tình gọi ai trên bờ vai
Thương kiếp hoa sao không ngày mai ( tàn phai)
Người yêu ơi còn đâu câu hát ngàn năm
Rồi giọt nắng vẫn trầm ngâm
Hát vang lên câu nhạc rộn ràng
Vắng em nên mùa thu cũng qua dần

Tình gọi ai trong mù khơi
Thương nhớ nên con tim mồ côi
Người yêu hỡi về đâu giây phút mặn nồng có đôi
Mùa hạ trắng vẫn trầm ngâm
Giấc mơ ơi! đâu là cuộc đời
Ánh trăng vàng tươi luôn có ta ......hoài mong .""","plain","2002-05-10","0","published","564567","buon;lang-man","hoc-tap","chia-tay"
,,,,,,,,,,,,,,,,,
"Nỗi đau chạm vào trái tim","Lý Hải",,"Ballad","231","3708176","audio/mpeg","songs/custom/017_noi_dau_cham_vao_trai_tim.mp3","covers/songs/custom/017_noi_dau_cham_vao_trai_tim.jpg","""… Một ngày mai con tim
Rời xa anh rồi
Còn mong có nhớ
Nữa để làm gì
Có sai lầm không
Khi anh vẫn chờ
Vẫn hi vọng em sẽ về
… Ngày em đi
Gió mưa thét gào
Anh cắn chặt môi
để anh không bật khóc
Nhưng sao
Nước mắt vẫn tuôn trào
Vì một người
Không yêu mình sao
… Anh quá dại khờ
Anh cứ mãi đợi chờ
Chờ một người
Không thuộc về anh
Anh muốn quên bóng hình em
Thì lại càng nhớ thêm
Nỗi đau như chạm vào trái tim
… Anh chỉ khóc cho mình
Anh không khóc cho người
Giọt lệ rơi chẳng làm
Vơi đi nỗi nhớ
… Có thể anh sẽ quên
Cũng có thể chẳng quên
Nhưng kỷ niệm anh
Giữ lấy cho riêng mình
… Một ngày mai con tim
Rời xa anh rồi
Còn mong có nhớ
Nữa để làm gì
Có sai lầm không
Khi anh vẫn chờ
Vẫn hi vọng em sẽ về
… Ngày em đi
Gió mưa thét gào
Anh cắn chặt môi
để anh không bật khóc
Nhưng sao
Nước mắt vẫn tuôn trào
Vì một người
Không yêu mình sao
… Anh quá dại khờ
Anh cứ mãi đợi chờ
Chờ một người
Không thuộc về anh
Anh muốn quên bóng hình em
Thì lại càng nhớ thêm
Nỗi đau như chạm vào trái tim
… Anh chỉ khóc cho mình
Anh không khóc cho người
Giọt lệ rơi chẳng làm
Vơi đi nỗi nhớ
… Có thể anh sẽ quên
Cũng có thể chẳng quên
Nhưng kỷ niệm anh
Giữ lấy cho riêng mình
… Có thể anh sẽ quên
Cũng có thể chẳng quên
Nhưng kỷ niệm
… Anh giữ lấy cho riêng mình""","plain","2010-08-15","0","published","45543","buon;tam-trang","ngu","chia-tay"
"Vị trí nào cho anh","Lý Hải",,"Ballad","289","4625597","audio/mpeg","songs/custom/018_vi_tri_nao_cho_anh.mp3","covers/songs/custom/018_vi_tri_nao_cho_anh.jpg","""Ánh trăng thề ngày nào bên nhau, dịu ngọt em nói yêu anh suốt đời
Nhớ hôm nào dìu người trong tay để lòng chìm đắm bao nhiêu dấu yêu khi bên người.
Đôi ta bên nhau đêm chiếc lá thu vàng rơi,
Yêu đương đam mê dâng trao hết cho người
Lòng thầm mong đắm say hạnh phúc.
Nhưng nào ngờ ngoài vòng tay anh còn 1 người khác em yêu đắm chìm
Vẫn 1 lời thề nguyện bên nhau, chỉ là để muốn quên đi cố nhân đang tìm về.
Khi em ra đi mùa thu trút lá ngoài sân
Ôm bao cô đơn đau trong trái ngang tình
Bỏ sau lưng tháng ngày dài thương nhớ.
Trái tim em thuộc về ai.
Giá như em hãy nói 1 lời
Thà là không yêu con tim anh đau chỉ 1 lần còn hơn
Vẫn nói yêu anh nhưng khi xa nhau rồi lòng em thay đổi
Cuộc tình nào ai khi yêu đang yêu mà không đau.
Giá như ta không phải chạnh lòng
Thì giờ đâu phải cô đơn lang thang tiếc thương nhiều vì ai,
Hạnh phúc đôi ta đang xây cho nhau anh nào đâu thấy những lời em hứa thì còn vị trí nào cho anh.""","plain","2011-03-20","0","published","12321","buon;tam-trang","lam-viec","chia-tay"
"Anh mới chính là người em yêu","Lý Hải",,"pop","233","3734926","audio/mpeg","songs/custom/019_anh_moi_chinh_la_nguoi_em_yeu.mp3","covers/songs/custom/019_anh_moi_chinh_la_nguoi_em_yeu.jpg","""Giờ níu kéo cũng thế không làm em quaу trở lại.
Khi em chẳng còn như ngàу xưa ấу.
Thì anh mong em đi em sẽ được như khát vọng.
Giống như em đã từng đêm ước mơ.
Rồi cũng sẽ có lúc em buồn em quaу trở lại.
Ɓên em chẳng còn ai ngoài anh nữa.
Vì anh tin không ai уêu em như là anh đã уêu.
Ϲó nhớ những lúc ta gần nhau ....
Giờ người tìm kiếm những đắm đuối xa hoa với đời.
Đời nhiều gian dối em biến em trở thành cuộc chơi.
Lao đao trong dòng nước cuốn em ơi em còn ước muốn.
Trở về nơi ấу như xưa đôi ta cùng chung bước.
Tình là lầm lỗi nếu cố dẫm chân trong lỗi lầm.
Ɗù gì đi nữa anh vẫn mong em về cùng anh.
Ϲho em bao ngàу luуến tiếc em xa anh rồi mới biết.
Ϲhẳng còn ai nữa em ơi chính anh là người em уêu ....
Giờ người tìm kiếm những đắm đuối xa hoa với đời.
Đời nhiều gian dối em biến em trở thành cuộc chơi.
Lao đao trong dòng nước cuốn em ơi em còn ước muốn.
Trở về nơi ấу như xưa đôi ta cùng chung bước.
Tình là lầm lỗi nếu cố dẫm chân trong lỗi lầm.
Ɗù gì đi nữa anh vẫn mong em về cùng anh.
Ϲho em bao ngàу luуến tiếc em xa anh rồi mới biết.
Ϲhẳng còn ai nữa em ơi chính anh là người em уêu ....""","plain","2004-09-12","0","published","234356","buon;hao-hung","lai-xe","tinh-yeu"
"Giáng trần","Lý Hải",,"pop","244","5867570","audio/mpeg","songs/custom/020_giang_tran.mp3","covers/songs/custom/020_giang_tran.jpg","""Một mình ta phiêu du nơi đây chốn trần gian
Tình cờ gặp em một người đẹp tựa muôn cánh hồng
Làm cho con tim ta hôm nay ngất ngây
Tình đắm say
Trời cao đã ban cho ta duyên kiếp gần nhau
Thì nguyện xin mãi gửi trọn người tình yêu đắm đuối
Ấp ôm bao mộng say, ấm êm trong vòng tay
Gần bên nhau, nguyện suốt đời không xa
Gió mây cùng hoà quyện vào lời hát thần tiên
Gửi trao người ngàn điều tuyệt vời yêu suốt đời
Cùng theo mây ngàn bay, về nơi xa bình yên với nhau
Ấp ôm ngàn kỉ niệm ngọt ngào với thời gian
Chốn thiên đường chỉ còn lại tình yêu chúng mình
Cầu xin cho trời cao, trọn đời ta sẽ luôn có nhau
Một mình ta phiêu du nơi đây chốn trần gian
Tình cờ gặp em, một người đẹp tựa muôn cánh hồng
Làm cho con tim ta hôm nay ngất ngây
Tình đắm say
Trời cao đã ban cho ta duyên kiếp gần nhau
Thì nguyện xin mãi gửi trọn người tình yêu đắm đuối
Ấp ôm bao mộng say, ấm êm trong vòng tay
Gần bên nhau, nguyện suốt đời không xa
Gió mây cùng hoà quyện vào lời hát thần tiên
Gửi trao người ngàn điều tuyệt vời yêu suốt đời
Cùng theo mây ngàn bay, về nơi xa bình yên với nhau
Ấp ôm ngàn kỉ niệm ngọt ngào với thời gian
Chốn thiên đường chỉ còn lại tình yêu chúng mình
Cầu xin cho trời trao trọn đời ta sẽ luôn có nhau
Gió mây cùng hoà quyện vào lời hát thần tiên
Gửi trao người ngàn điều tuyệt vời yêu suốt đời
Cùng theo mây ngàn bay, về nơi xa bình yên với nhau
Ấp ôm ngàn kỉ niệm ngọt ngào với thời gian
Chốn thiên đường chỉ còn lại tình yêu chúng mình
Cầu xin cho trời cao, trọn đời ta sẽ luôn có nhau""","plain","2005-12-01","1","published","567654","vui-ve;energetic","tiec-tung","cuoc-song"
"Ba má miền tây","Lý Hải",,"pop","276","4428738","audio/mpeg","songs/custom/021_ba_ma_mien_tay.mp3","covers/songs/custom/021_ba_ma_mien_tay.jpg","""Kìa xa xa phía hàng tre già
Một mái nhà cột xiêu vách lá
Nhà tôi đây cách biệt đã bao ngày
Nay tôi về nhà tôi miền Tây
(Đến nay tôi về, nhà tôi miền Tây)
Bờ rau xa dáng người thật thà
Tuổi đã già đời cơ cực quá
Chờ mong con mỏi mòn tháng năm dài
Nay con về thưa má con đây
(Nay con về, thưa má con đây)
Dòng sông bến chờ
Vắng con đò lặng trôi lững lờ
Bờ rau luống cà
Má vẫn ngồi mong đứa con vắng nhà
(Má vẫn ngồi, chờ mong đứa con thơ)
Nay con trở về
Không sao ngăn dòng lệ buồn thương má
Thương mảnh đời quê
Má ơi đếm thời gian trôi
Nhớ chuyện qua rồi ngày con còn thơ
Đôi tay chai gầy lo cho con no đầy nhọc thân má
Sớm nắng chiều mưa
Má mong suốt đời con vui
Sống vẹn tình người quê nhà má vui
Nay con trở về
Không sao ngăn dòng lệ buồn thương má
Thương mảnh đời quê
Má ơi đếm thời gian trôi
Nhớ chuyện qua rồi ngày con còn thơ
Đôi tay chai gầy lo cho con no đầy nhọc thân má
Sớm nắng chiều mưa
Má mong suốt đời con vui
Sống vẹn tình người quê nhà má vui
Một mai kia vật đổi sao dời
Trời cao gọi mời má rời xa con
Làm sao trả ơn tựa núi non
Dưỡng nuôi con bao ngày vuông tròn
Nhìn loanh quanh bên cuộc đời con
Con chỉ có mỗi một mình má thôi
Nay con trở về
Không sao ngăn dòng lệ buồn thương má
Thương mảnh đời quê
Má ơi đếm thời gian trôi
Nhớ chuyện qua rồi ngày con còn thơ
Đôi tay chai gầy lo cho con no đầy nhọc thân má
Sớm nắng chiều mưa
Má mong suốt đời con vui
Sống vẹn tình người quê nhà má vui
Kìa xa xa phía hàng tre già
Bờ rau xa dáng người thật thà
Kìa xa xa phía hàng tre già
Bờ rau xa dáng người thật thà
Kìa xa xa phía hàng tre già""","plain","2015-01-10","0","published","456789","vui-ve;hao-hung","lai-xe","que-huong"
"Dệt mộng uyên ương","Lý Hải",,"pop","258","4140346","audio/mpeg","songs/custom/022_det_mong_uyen_uong.mp3","covers/songs/custom/022_det_mong_uyen_uong.jpg","""Tình cờ anh gặp em trong vườn hoa đêm trăng rằm
Trộm nhìn em thật lâu anh ngẩn ngơ em biết chăng
Người như đoá hoa hồng em cười như những nụ hồng
Đã làm cho lòng anh kể từ đây biết nhớ mong
Nhìn em yêu hồn nhiên như nàng tiên giáng trần
Lòng thầm mong ngày sau anh và em sẽ sánh duyên
Tình ta mãi lưu truyền ôi nàng tiên quá dịu hiền
Cuộc đời anh người ơi anh ước mong có vậy thôi (hah hah hah)
Tình mình như đôi uyên ương người ơi em là tiên nữ trong đời
Mình cùng ước sẽ mãi mãi bên nhau mà thôi (ước mãi bên người)
Trọn đời chẳng tiếc nuối dù cho nhân thế đổi dời
Dù bão tố cũng chẳng cách chia người ơi (bão tố cách chia)
Và rồi đêm đêm anh mơ về em anh đã mơ thấy em cười
Nụ cười đó đã khiến trái tim anh ngẩn ngơ (trái tim trao người)
Lòng này hứa sẽ mãi cùng em đi cuối chân trời
Ngàn tiếng yêu anh sẽ trao riêng mình em thôi (trao em)
Tình cờ anh gặp em trong vườn hoa đêm trăng rằm
Trộm nhìn em thật lâu anh ngẩn ngơ em biết chăng
Người như đoá hoa hồng em cười như những nụ hồng
Đã làm cho lòng anh kể từ đây biết nhớ mong
Nhìn em yêu hồn nhiên như nàng tiên giáng trần
Lòng thầm mong ngày sau anh và em sẽ sánh duyên
Tình ta mãi lưu truyền ôi nàng tiên quá dịu hiền
Cuộc đời anh người ơi anh ước mong có vậy thôi (hah hah hah)
Tình mình như đôi uyên ương người ơi em là tiên nữ trong đời
Mình cùng ước sẽ mãi mãi bên nhau mà thôi (ước mãi bên người)
Trọn đời chẳng tiếc nuối dù cho nhân thế đổi dời
Dù bão tố cũng chẳng cách chia người ơi (bão tố cách chia)
Và rồi đêm đêm anh mơ về em anh đã mơ thấy em cười
Nụ cười đó đã khiến trái tim anh ngẩn ngơ (trái tim trao người)
Lòng này hứa sẽ mãi cùng em đi cuối chân trời
Ngàn tiếng yêu anh sẽ trao riêng mình em thôi (trao em)
Tình mình như đôi uyên ương người ơi em là tiên nữ trong đời
Mình cùng ước sẽ mãi mãi bên nhau mà thôi
Trọn đời chẳng tiếc nuối dù cho nhân thế đổi dời
Dù bão tố cũng chẳng cách chia người ơi
Và rồi đêm đêm anh mơ về em anh đã mơ thấy em cười
Nụ cười đó đã khiến trái tim anh ngẩn ngơ (trái tim trao người)
Lòng này hứa sẽ mãi cùng em đi cuối chân trời
Ngàn tiếng yêu anh sẽ trao riêng mình em thôi (trao em)
Ngàn tiếng yêu anh sẽ trao riêng mình em thôi""","plain","2003-06-18","0","published","34543","lang-man;vui-ve","hoc-tap","tinh-yeu"
"Hẹn ước từ hư vô","Mỹ Tâm",,"pop","245","3929695","audio/mpeg","songs/custom/023_hen_uoc_tu_hu_vo.mp3","covers/songs/custom/023_hen_uoc_tu_hu_vo.jpg","""Mình không tìm nhau
Mà vô tình vương vấn sau tiếng ca chiều mưa
Thân thương trong từng đong đưa mắt môi về em
Mùa xuân ấy có nụ cười lấp lánh
Ở gần bên anh
Em vui như bao nhiêu lâu trở lại mùa yêu đầu
Vẫn bỡ ngỡ ban sơ ở trong từng ánh nhìn
Vẫn da diết nỗi ưu phiền khi phải chờ mong
Hay là đôi ta hẹn ước từ hư vô
Để gặp nhau chỉ khi vừa ngày giờ
Anh và em bước chung đoạn đường đời
Mình yêu nhau có trời đất biết
Ta được chung đôi như suối, được trăng thanh
Dịu êm yên lắng như em an bình mọi giây với anh
Sau những cô đơn tổn thương đã xa
Ta lại thấy con tim hiền hòa
Hạt mưa trên mái hiên
Lâu nay thi thoảng nhắc em không quên ngày nên thơ
Riêng em chỉ biết cảm ơn nhân duyên chuyện hôm qua
Vì mùa hoa ấy anh sang thăm em
Cùng một tình yêu lớn lao
Bàn tay, đôi vai
Đưa em tự do bước theo giấc mơ chẳng lo sợ (chẳng lo sợ)
Và cách chúng ta thấu hiểu nhau
Ân cần muôn khoảnh khắc
Chẳng thua gì phép màu
Hay là đôi ta hẹn ước từ hư vô
Để gặp nhau chỉ khi vừa ngày giờ
Anh và em bước chung đoạn đường đời
Mình yêu nhau có trời đất biết
Ta được chung đôi như suối, được trăng thanh
Dịu êm yên lắng như em an bình mọi giây với anh
Sau những cô đơn tổn thương đã xa
Ta lại thấy con tim hiền hòa
Hay là đôi ta hẹn ước từ hư vô
Để gặp nhau chỉ khi vừa ngày giờ
Anh và em bước chung đoạn đường đời
Mình yêu nhau có trời đất biết
Ta được chung đôi như suối, được trăng thanh
Dịu êm yên lắng như em an bình mọi giây với anh
Sau những cô đơn tổn thương đã xa
Ta lại thấy con tim hiền hòa
Sau những cô đơn tổn thương đã xa
Ta lại thấy con tim hiền hòa""","plain","2022-02-14","0","published","456543","lang-man;thu-gian","lam-viec","tinh-yeu"
"Đừng hỏi em","Mỹ Tâm",,"Ballad","261","4191755","audio/mpeg","songs/custom/024_dung_hoi_em.mp3","covers/songs/custom/024_dung_hoi_em.jpg","""Đừng hỏi em vì sao
Tình yêu ta úa màu
Đừng trách em vì sao giấc mơ tàn mau
Đừng hỏi em vì sao
Ngày đôi ta bắt đầu
Một chiếc hôn nồng sâu đã đưa ta về đâu?
Mình đã yêu nhau thật lâu
Mình hứa với nhau những điều
Em vẫn không thể quên lá thư nằm trên gối
Dòng viết yêu thương từ anh
Là những xót xa trong em
Anh nỡ đi thật xa để em lại ngủ yên
Đừng hỏi em giờ sao
Giờ em như thế nào
Đừng cố va vào nhau, nỗi đau ngày nào
Đừng trách em vì sao
Lặng im trong nỗi sầu
Mình có vui gì đâu nếu ta không còn nhau
Ngày tháng trôi qua thật mau
Giờ chúng ta cũng xa nhau
Em vẫn không thể tin lúc em đọc thư ấy
Dòng viết yêu thương từ anh
Là những xót xa trong em
Anh nỡ đi thật xa để em lại ngủ yên
Đừng hỏi em vì sao
Đừng trách em vì sao
Mình có vui gì đâu nếu ta không còn nhau
Đừng hỏi em vì sao
Hãy hỏi anh làm sao
Nếu có quay về
Đến lúc nào anh lại xa?""","plain","2017-10-15","0","published","444456","buon;tam-trang","ngu","chia-tay"
